"label","text"
4,"@mrslizz I so will and tell him if he finds him to give my digits "
4,"had a REALLY enjoyable evening yesterday "
4,"@minnyyy yay  we were talking about a holiday one year for us swimmers lol camping or something how jokes would that be?"
4,"@italylogue You made it to the museum!   Was so lovely to meet you yesterday in Sorrento! The day was just too short! Next time.. Amalfi!"
0,"Is watching Juno for the umteenth time drinking a milky coffee mmm. Then it's off to read my book... Again! Work tomorrow "
4,"@davidlingholm Thanks for Following "
4,"is excited to get her new phone!! "
0,"No more Heroes panel at Comic Con this year. Notice the capitalization. I don't mean the game. I mean the show. "
0,"@CHILLSPOTATL lol I work on Sataurdays... tired as hell... just finished moving @ 3 dis morning... got up at 6 "
4,"chilling in the studio one garden before work.  i love sun!!"
0,"I hate rain "
4,"@Nidiamazing she's one month today actually "
0,"@spanisharmada some time in august! i wish we could have another dr show all of us but i guess they're really taking the summer off "
4,"@RKayne thank you for such a fun two and a half days, love! "
4,"@peterfacinelli wooooooo!!! U just made my day! "
0,"Boo. I broke my favorite headband "
0,"@likeSunday Aw  theyre pretty impossible to get at this point. I actually share 1 seat with my mom - it was my brothers, we inherited it"
0,"@sianee_ aw that sucks  u better now? mhm im not...but @chersie was here and she helped me..she went back to bris tonight but shes gonna"
4,"J played Top of The World on Jun Style yesterday "
4,"@SandraBernhard  Got to get when you can here! "
0,"@ohgelie Morning love. Forgive me. I'm with fam today. But I'll be working on the comdev thing. Mianhae. "
4,"@iamsammy Sooo I can call you and use you?   JK"
4,"@Beverleyknight hi bev, do you like toy story? "
0,"badddd hair day "
4,"Great day so far. Lovely dinner  Love meine girliefriend. King of Queens now before she's off home and I Halo it up with Pompamoose et. al"
0,"Hey @MGChilslett ! Why no coming to NZ on your next tour? Thats not cool  please do come over we would love you even more for it!! :]"
0,"@DJStella stella sorry if i disturb you but plz follow me!! "
0,"I really wish I had abc family so I could be watching the season finale of greek right now "
0,"Im exhausted and teags is forcing my sickly persons to update. "
4,"@avdorita A hot toddie would be great right now. At 10 on Saturday morning. "
0,"maybe i'm just lonely. "
0,"has a sore mouth "
4,"@yiiee  Don't mention it. haha. Umm i'll have to think about it. If NJ has his birthday party on Fri we may bring the party clubbing too!"
0,"@Angela_pk its swannies .. i know she won't care but it was a custom for another site that would  i drew my own hair .. i think i should"
4,"@yenra Nothing like father-son quality time... I'm glad to hear you guys had a good time. "
0,"@sahilk @IamSB @whereispriyank @irohan #pt2 Good Initiative I m a bit busy in the coming 2 weeks. Sorry for not being a part "
4,"*two bare feet on the dashboard* "
4,"@redtoffee Strawberry is the absolute best Angel Delight EVA!  I had chocolate once, but it was too sweet. "
0,"@GoldSoul dammit i'm home trying to get work done "
4,"at the poooool "
0,"@jennaohjenna im gonna start using your like FUCK MY LIFE lol! Ugh... Hitting up a bar in redlands if you girls want 2 go. I need a drink "
0,"@morningroc What about Robert Englund? "
4,"lovley weather outside... gettinq bout to hit up jersey... food shoppinq "
0,"@NASA did they not take easy-out bits just in case this happened "
0,"@kristinaAmbar @shantisaha  I'm so depressed!!! I wanna go to the game f-U biatches!!!! Booo"
0,"I was fooled. "
4,"Fucking knackered, weather is bootiful  On phone to Kit. Mate lets have a party? Weather is too good to pass up."
4,"@ireonic Will postpone movie for you, of course.  Hope you feel better soon."
0,"Trying to figure out when I will get time to study   "
4,"@cdat thank you!  More to come...obviously, eh?"
4,"@cyberprvideo heard of. And you're the first to mention him to me! "
4,"Thinks it's funny that she has 333 updates coz she took the 3.33 bus home this arvo "
0,"Crying...saddest thing ever. Cmon jon and kate! "
0,"So the lastminute.com techniques didn't work today, gonna miss this capital ball...damn "
0,"@RJ0hnson I ordered it in April &amp; it seems like it's been forever!! Told today it left on a train, will take 2 1/2 weeks "
0,"I don't think I'm going to sts  I don't know yet but I don't think I will go"
4,"Just had my haircut..long overdue! Also got my 's..Only a few bits to get..Roll on Monday "
0,"@ashleemarie22x I'm trrrrrrrryyyyyyyyiiiiiiinnnnnnng  I hope I can!"
4,"@bartelme thanks for the sidenote!  bartelme.at #design"
0,"it's really hard to concentrate on doing 115 questions for biology when u have really bad cramps  3 MORE DAYS."
4,"@leilaboujnane: ha! you are beyond help   but seriously, you aren't as bad as this guy: http://twitpic.com/66nh9"
0,"... and he has just seem that chance (pretty much) snatched away from hands = damn economic crisis! "
4,"@ilse_fernandez heyy i got facebook now "
0,"@_chez  full got excited haha okay, i'll only be able to text on my breaks though. i'm gonna sleep now. motherfuckin 12 hour shift tomorro"
4,"With maddi and alex  mmak nights are the best. We miss you purple girl "
0,"@elliottbeth always a good time for a wee voddie-because you're worth it ;) crazy week, but I'm good. miss y'all - no time to tweet! "
4,"@AgustinaP wy does sum1 frm Miami nd 2 go 2 the Caribbean?!  Try a winter in Chicago, Agustina. U'll nevr fret weather at home again. "
4,"Had an Angry Fairy shooter last night ... def recommends them "
4,"@jonasbrothers http://twitpic.com/5petm - You're perfect wearing this T-shirt Nick "
0,"16 days is a really REALLY long time to be away from my best friend! "
0,"Grrr... so annoyed. Saw a fab dinner service in the charity shop for 5, sent @dalelane back to get it but he was about 2 mins too late! "
0,"@Amanda_Holden are you comitted to twitter like us or was this just as pr excise "
4,"Milport 2moz  hope the weathers nice"
4,"getting out of waverly for the weekend. Im like a dandelion in the wind "
0,"should stop looking at the menus on allears.net My mouth is watering yet my wallet is dry  #fb"
4,"just got from church and now cheking mail and thinking of what iam going to have for dinner "
4,"Graduation day!!!!! "
0," She's gone for 2 1/2 months."
0,"@Aisha looks like we're both sore throatey... "
4,"is at home!! Aaah...nothing like home and Mom's cooking "
0,"@khani I am planning on naming the new one that. Hahaha. But I dunno when I can get a new one. "
4,"@clarasdiary nah im good thanks  just done my german. science sucks -_-"
4,"Happy Mother's day to all you Mom's out there! "
0,"Last day at Tomko "
0,"@Oboyd that stinks that your agent never called. some agents aren't motivated "
0,"Finally bit the bullet and looked at my 401k 2008 performance. No change. To the dollar. Despite having contributed thousands that year. "
0,"fluffy bummed dogs - cute to won - awful clean after god knows what he ate  yuck"
4,"@backstreetboys Woo 16 years  Congrats boys.. You've done a wonderful job! Can't wait for 16 more years.. And by the time, I'll be 38 "
4,"*yawn* No sleeping allowed until night time! "
0,"Out of town friends in town for a wedding means I had to miss SYTYCD tonight.  Lucky for me, it shld be on the comp when I get home."
4,"@AngelaOblong Hey thanx 4 the 411. As they say in my 'hood. Good lookin out. "
4,"going to salvation army. i heard they sell clothes and accessories there for cheap. gonna check it out. "
0,"@me_Cait Aww why not? "
0,"I have a terrible headache  and i can't find the advil over here."
0,"Addicted to Hulu! Work in 1 hour.  Interception! IRS touchdown! Final score? Child Support-$1,095, Home-$-2,076."
4,"@stupidNGUYEN get well soon  School was the same boring crap. I hate Spooner 'cause of my Commerce mark. I'm not gonna tell anyone :|"
4,"@iEhab I believe you will find more channels prodcasting it than sports channels in League Days  #Obama #Egypt (@sadekhm)"
4,"@AdamSevani Dear Adam -- I miss you &amp; your brother! &amp; I know @ashley8790 agrees with me  haha"
0,"@jkatherine we miss you too my love "
4,"@piratecsibi Heeey whats good with you "
4,"@UncleRUSH Good morning to you. Hope you have a nice productive day "
4,"this really hot guy just added himself to my followers  to you others that added me thanks but he is hott so i acknowledge thatt....."
0,"@ashleighinsane ahhhh. i get home tonight  wanna chill next weekend like we used to? waterfights&lt;333"
0,"dammit. my dad got home late from work and missed the car auction  all hope is not lost though, i will get a car eventually..."
4,"@OliviaLeonita Love you to  xoxo"
0,"@squint_squad21 Still feeling bad?  "
4,"I'm watching Lingo "
0,"I guess my workstation PC will be a Core i7 920, with 6 gigs of ram, and a geforce 280 gtx. It'll be pretty wicked. Not a mac though "
4,"@bumbleberrypie thank you justina! "
4,"tammy and victor won! i guess that's not so bad "
0,"@JOJOISKINGSWAG Unfortunately she passed away earlier  She's with God now."
0,"im payin for tht late nite snack attack.....i have a tummy ache "
0,"I should be out in the sunshine instead of being stuck inside "
4,"Unsuccessfully tried to get my friend's car key out of his ignition... ~M~ "
4,"@scatheist Well, that's certainly a compelling synopsis "
4,"Just landed in good old blighty. It's raining "
0,"Going to tim &amp; jessicas for game night! Poor rooby is still  at the animal hosp hopefully we can bring her home tomorrow "
0,"http://twitpic.com/6cixd - So fucking sad. I had a tank top under and when I took it off; gone baby gone. "
4,"@dansgalaxy the click to buzz tweet "
0,"I don't wanna work tomorrow... To bad i have to. "
4,"Going to get my Prom Dress! "
0,"whyyyyy???? "
0,"@MargotWit I will call my people and have them call your people. Oh wait, they already found other people. In the techni-people-boek. "
0,"@wesley83 Coraline was last 3D I saw. I'm looking forward to Harry Potter and Up in 3D this summer. Didn't get to see Monsters vs Aliens. "
0,"I worked out and now I'm hungry. But I can't eat anything now. "
0,"Wow recently iv been eating like a fatty  I need to stop :p"
0,"Wasssssup tweeeeet peeps??? talk 2 me!!!! Bored out my mind. Should be doin sum HW "
4,"busy day 2day lots of little things 2 do "
4,"@DavidArchie new blog, yay! thanks!  gonna go read it now "
0,"@laurendane  What happened?"
4,"looks like the guys at codemasters had the same idea, had to wait an extra 20 min thanks to their 15 pizzas "
4,"did not even come close to hitting Steven's precious car. "
4,"Watching Kobe Doin' Work inside my bed  http://bit.ly/JJN3g"
0,"got home from the comic book meetup and the people 3 houses down &amp; across the street are having a party ... and we can hear their music. "
0,"Work soo soon. One day off this week. "
0,"@michelleday a;sdlfjka;slkdfj FU. i cant believe im grounded and i missed coldplay. TWICE! both times!  wow. fml"
4,"@ArtStarMandi your camera sucks! "
0,"finding references online for my theory presentation..it's kinda hard.. also trying to start on moral education assignment "
0,"Has 2 go 2 work on this Sunny Day "
4,"My 60th Tweet! woo, i know it's not alot, but im just happy ive been keeping up really !  lets celebrate, x"
0,"feels sad to missed Mobile Monday today  since have to go for meeting outside ... http://plurk.com/p/xlkq3"
0,"having some lunch...buttered everything bagel with lemonade...no oj which is what i really wanted "
0,"@ariannamartinez we can't take pictures in the rain. "
0,"I am sad because my friend jest called and canceled our girls night out "
4,"@hnrxmcrlover No I'm not actually D: but it's MCR. "
4,"Up and ready to head out to the swimming pool "
4,"Today we decided it was going to be a good day "
0,"RIP Dennis McDonough - he fought a valient fight againt chronic, progressive MS for over 20 years.  You'll be missed, Denny! "
4,"@vanwas Thanks Buddy, Tell Crystal Happy Mom's Day from me   Hope you guys have a Great Day! "
0,"@markhoppus true .. It's sad when people have to get that angry "
0," so sad not going to make it to IMATS"
4,"@nzclothnappy Joined and added to my pages favorites "
4,"Hi to all new followers! Enjoy the weekend  About to see the newest episode of House [sigh] before today's workout"
0,"I do not want to be in timeout anymore twitter "
4,"Eating buiscits and eggs "
4,"On our way to the airport  ready for japan "
0,"is back from having her hair practiced for the College Oscars. Ughh, my head hurts..the hairdressers have pierced my skull with grips! "
0,"@robmacca I'm running away to France to escape the pain of not going "
4,"Oh, que temazo! Hit me with your best shot en el Rock Band de Rock clsico  que facilita de tocar"
4,"At home..watching repeats of the girls next door "
4,"Really hope that my mom will listen to what my dad said... He's right, mom! He's right! I 100% agree with him. hehe... "
0,"waking up at 6 after waking up at 10 the past week totally messes you up  It's only 9 and it feels like it should be like 2."
4,"Nap was good. Now shower, food and Flowerpot "
4,"Just got out of a long meeting. Time to catch up on my TwitterNews "
4,"Time to vote.. No waiting line "
0,"ugh, the network for this vm running in virtualbox dies every few seconds. Not fun to upgrade packages this way "
4,"Game 2 baybay!!!!! Lakers gon take it all tha way "
0,"@_anna_marie I wish I washed mine  I slept in unfortunately. And yeah, cool. See you through there!"
0,"@s2bee Bahahaha omg ur too funny. How did u stay up so late when u had to work so early? Yikes! And I want coffee "
4,"@ptpower Excellent, sir.  I thank you for your ruling (and am relieved to know others are &quot;brunching&quot; as well) "
0,"@YoungQ awww... i'm one of the people at work.    tell the guys i said hi!"
4,"sittin in the office with my hubby, Tessa and 'Ala, waiting for Michael's return so we can all go home "
0,"Maury is soo sad. I hate how they portray blacks in this show "
4,"@yabdab whee nice touch with that   fancy"
0,"@dimedemeanor, yep it is the you die "
4,"isn't such bad company after all. "
4,"going to the beach with the giiirls  &lt;3"
0,"GRRRR!!! It's BACK!!!!! And what I mean is my headache  But on the *       *        bright side....it's only on one side!!!! /\/\/\/\/\"
0,"so shattered i didnt get tix to epic take 40 short stack live lounge "
4,"At church....... Then going to starbucks!!! Yay my favorite! "
0,"@JrodBringsChaos Ahh, Jared, are you okay? "
0,"Cannot sleep. 6am is going to be rude tomorrow. "
4,"@tbsnewagain Thanks for last night, it was amazing! "
4,"Hello Cupcakes lady....now I can stalk you good and proper! "
0,"@MH79 I don't know why I'm sad just feeling glum  No not going- have client meeting on the coast - I'll be there in spirit!"
4,"Expected a Silverlight content on M$ Vine site http://www.vine.net/default.aspx ... they realized the reach of Flash LOL "
0,"16 hours to go.... NM Trailer on MTV Movie Awards... but unfortunately will have to wait another 2hrs to watch online...  Breakfast time!"
4,"@JasonCalacanis I gotta say; those #Mahalo illustrated characters/guides/avatars are awesomely fun and well-made. Nice work team! "
0,"@kandiali It only accepts letters, numbers and underscores. "
0,"Has been reading up on a few religion..and i thinking of converting..i dont really undertand christianity no more "
0,"I hate rain. Suprisingly I don't hate work but please no extra hours "
0,"GRRR buggs :@..i love the summer buh i hate the bllody insects that come with it  !!!!"
4,"Had the loveliest day with @Faroo7iXOXO :** Now I'm laying in bed waiting for the sandman to come and put me to sleep "
0,"Drinking tea, watching the news and praying for Farrah Fawcett "
4,"i just downloaded a wallpaper from the diablo 2 website. it's got a barbarian and sorceress in it. i'm a sorceress, my bro's a barbarian. "
4,"@katyperry i like ur style..  n ur music and ur exboyfriend.. do get back togather wit him "
4,"@jordanknight http://bit.ly/AAMZf Can anyone catch Jordan Knight? NOOOOO!!! "
0,"finds it hard enough to concentrate on revision anyway, let alone when the sun is shining!! "
0,"@jenRIZZY @ night I hope cuz I workkkkk "
0,"Ok, so Im havin a really shit day so far. "
0,"Morning...what a gorgeous day! ... shame il be watching it from inside...  xxxx"
4,"Laredoans: Join the new &quot;Laredo&quot; Tatango group! Get to txt with new people!  http://tinyurl.com/d8t8sy"
0,"@amberbanana oh shit. i thought you lost it inside. i'm sorry "
0,"@RENAE_DAMIA oops I forgot u don't use aim no more  lmao"
0,"My back is killing me. Stupid softball "
4,"calling it a night &amp; crawling in bed w Dan Kennedy [...one of his no BS books!] @jeffherring romantic, huh..? "
0,"what happened to the Cavs? &amp; sorry 2 say the Magic doesnt stand a CHANCE with the lakers; sorry "
4,"Is twittering.loves my twitter world "
0,"@HushHols oh no plz, this is what my boss says all the time. not here again.. "
0,"@powerwriter Just once I'd like to be tweeting and filming good news "
0,"murr... at least ur awake "
4,"@Trina_Lawrence It is. "
4,"At work  when the weather is amazing......bad times!!! 3:30 finish I reckon  x"
0,"@mlexiehayden No I don't  U'r banned from my Twitter and BBM for the rest of the nite..."
0,"Today more sore than surgery day. Glad I took extra sick day.  Full recovery expected after 6 weeks.  Calling lawn service firms today "
0,"Leaving the office and mine prototype of recommendation engine, to go back at home, the accounting is waiting for me ! "
0,"@PotterEntourage that pic of Draco IS awesome!!! Why are you slightly green (your little pic of Alice)?  Are you sick, bb? "
4,"@nathos funny and rather improv everywhere inspired! "
0,"@lizlieu http://twitpic.com/7voku - Natural 8 for the player... looks like the bet lost "
0,"@sunnymonroe305 I am so not tweeting U anymore "
4,"At the movies with my man "
4,"Pete Yorn sounds good...sittin' tight for Coldplay "
4,"creating Spring looks!  Book your parties in May and get special discounts and free product "
4,"@frankiedelgado .. Happy birthday  may 30th"
0,"ddim isho mynd i dentist  "
4,"@missgiggly Pretty good  sun is out.. may go read mags outside while Twitter is closed for servicing.. lol."
4,"@MsUndrstood I got Kimora something from Cancun so bring her to see meeeee! "
0,"@pearlbones @sineadgrainger I've not had chance to sleep yet  were in birmingham bullring atm, what's that about?"
4,"@ItsLos Glad to know you take showers....I was startin to ....... "
4,"@Michael_Haz LOL. We shall see.  "
4,"@MandyPandy32 scallywag? have you got pirate language turned on or something!? "
0,"My toe is still throbbing from running it over with a grocery cart earlier... its like the foot in MR. Deeds.. but just the toe! OUCH!!! "
4,"@Ericto144 oh, is it? don't know what is the big-brother-like way cuz i've got no sister.  ok, @xoxoJL you should go with me next time."
0,"@101wrif We already know what's next for the Wings-GOLF...  &quot;Still Stung In Detroit&quot;."
0,"Ugh now I feel miserable. Man reading that stuff was a baad idea  Might go start making cupcakes instead of shopping and feeling worse"
0,"@fueledbytara  &quot;I'm sailing away..&quot; (did you see the cab's webisode where he sings that before it was taken off youtube?)"
4,"@boburnham i liked it!  you're amazing hahaha"
0,"@lingboli how does someone turn a salad into a pizza? that sounds wrong, even criminal. "
4,"@NetworkingJosh no, i'm desi "
4,"is awesomeeee!  tonights plans: pool hopping with dave, sisco, richard, randy, destin, and possibly jimmy and shane. "
0,"And I wish I was still in Portland "
0,"Either the writer wasnt impressive or the service provider themselves weren't up to the mark. But their service charge is around 200  ..."
0,"last day, where did 7 years go?  tidying my room so that the naughty schoolgirls can actually get ready in it!"
4,"Up bright n early still retouchin pics, my hand fills like it is going to fall off "
0,"Feels really worthless right now. Has 2 degrees and been applying for jobs for almost a year now but only 2 interviews! Life Sucks "
0,"@lostlovely haha, i think he might be too old to learn how to pee in the toilet, he seems litter box trained "
4,"@DAYUMMM_JRoD maybe it is. "
4,"@AubreyODay Check this out too    http://i43.photobucket.com/albums/e362/pytech/AUBMAY09PYTECHGRN.gif"
4,"@DHStom Yes? To which part? "
4,"@dementedpuppet Have you read Majestrix's Hell series? It's not the same kind of twisted as Beyond, but it's fairly warped. "
0,"@TonightForever I'm sad u weren't picked "
0,"accidentally super glued my fingers together "
0,"is reallly dredding going back to school tomorrrroooow "
4,"@Jaye2TheTay Top of the mornin to ya "
4,"researching all things Colorado  Going to bed soon so I can have a productive day tomorrow!"
4,"@PatrickCourtney Hahaha, yeah I was a bit occupied. But according to @SempraFi, I don't exist. "
0,"@superch so does TG=taba girl?  JOKE LANG P0H,,,"
4,"@shaundiviney  hmmmmm. i havent got it yet =("
4,"@crinklecut twit pic seems to be down - keep trying "
4,"I assembled a new playlist that I can jog to.  I probably won't get through many songs hahaha"
0,"@xoMusicLoverxo You were teasing me! Hurt my feelings. "
4,"@nayes1982 @6000 nah he likes to be incognito. I think his wife likes it better too "
4,"@BeckyDMBR That's a GOOD sign! "
0,"@LRon_Jaii I need to be down Richmond Green eyeing up the posh boys "
4,"seriously happy that summers in two weeks. never had a 6am wake up for classes ever in my life, and i never will again. "
4,"@dougiemcfly no problem  haha chile chile chile chile chile please please please please please ^^"
4,"Ahh, i love my new layout  And i feel like baking cupcakes, haha! "
4,"And remember: &quot;He who is in YOU, is greater than he who is in the WORLD!&quot; You have the victory over all. Act like it. "
4,"@CWaterhouse oh, heck yeah you can! Cmon' over with the fam one night, and give it a try! Great stuff! "
0,"@classyPYNK I totally understand  My husband is circ'ed but my son is not. We found info &amp; there was no way I would've done it "
0,"Watching Google I/O keynotes... how i missed it   can't wait for the session videos showing up in the coming days..."
0,"Oncall this week. "
4,"is settling down to watch twilight for like the umpteenth time! "
0,"Tomorrow s goingt bea loooooooong --&gt;BORING&lt;--- day.  I can't wait..."
0,"Callie the bitch has arrived on twitter!!!!!!!!!  x"
0,"what the FUCK like..... suspended you serious?? "
4,"Alright. Off to navigate rush hour traffic as I head to Malibu Seafood for dinner with @OZguitarman. "
4,"nap time, tweet yeah later. or call me if you know the number "
4,"@patriciaofcomo me too! Yea for cash! "
0,"Changing my billing addresses for everything....SO annoying "
4,"@nisull01 and ps. if you see jeffrey today, tell him to go grocery shopping.  haha loveyoubyeee"
0,"needs more sleep  miami kicked my ass this weekend... literally!"
4,"Working on some homework for BSAD "
4,"is on the way to the doctors w/ baba + mama "
4,"@TwilightBree for that matter, if the new you weren't the true you, they'd surely see through you...  "
0,"@shandreen oh I wish, honestly just one place on the entire web that could be porn free - is it that much to ask, well yes sadly "
0,"doesn't want college today "
0,"@candydoodles LAICA QUIET. you`re scaring me. "
0,"@SomethingToBurn argh if only i had woken up an hour ago "
4,"I'm happy that New Moon is the #1 trending topic tonight "
4,"@5andra Cute post about the quad girl! Love your blog! "
0,"Worried about Thomas.... Ugh. "
4,"@sharkeykids3 thank you, friend. I doubt the seller can go as low as we are asking.  but you never know unless you ask."
4,"tiimee for bed xoxo "
4,"@kennethparry Kewl!  Dare I hope that you've decided to honor me by using a leopard print background?  "
0,"so i bought a mango smoothie at jamba juice today....got into work and spilled the whole thing on the floor...made me a sad panda "
0,"@Bsimi great! still working on the UHS amongst other things. Missed you and everyone this week working on a project I missed @140conf "
0,"i dont know wtf happen last night :/ kim  kenzie  im getting a new feeling  and i hate every second of my life right now!"
4,"Beautiful. I like the mood you're in tonight  RB: @SpinningDiscs: &quot;Van Morrison  Brand New Day&quot;  http://blip.fm/~88wjk"
0,"@louiseholtt for andy's party...ughh he treats me like shitt! we need chat "
0,"oh no  storm and rain...."
0,"@ebonistephae Right... "
0,"@DarkHorsee ah cool I'll have to update when I get home, I'm at work right now "
0,"getting blood taken out  i hate needles"
0,"I just took a ton of recycling to kroger and this man came up to help me and totally dumped my recycling container in the dumpster. "
4,"@theirishduck Night Night "
4,"on my way 2 my cabin!! yay i can't wait 2 get there!  *GAB*"
0,"just got off from a double shift [16 hrs] sleeping then work again at 2 "
4,"@morripopp gosh, your so pretty  HAHA."
4,"watching last nights eurovision that i missed  pretty good night last night "
0,"I think I ate too much soy sauce today because man am I thirsty! Sooo saltyy! "
4,"Reminiscing is nice. Hanging with the softball girls "
4,"@peterpur i have to find them... i know one is in the US still, in a big antique chest i didn't ship. the rest are in boxes here "
0,"@AnnaMarkley13 dead. dead and gone. DEAD AND GONE ANNA MARKLEY "
0,"@matcab oh i'm sad i'm not there "
4,"@Miley922 -.-' Go to settings...click on pictures...it's easy honey...!! "
4,"@_MAXWELL_  That's Hot!  Thx 4 the love &amp; keeping us n the loop "
4,"@TasminArcher just had the main hook from &quot;In Your Care&quot; stuck in my head so I dug out the CD and listening to it all over again "
0,"Yay my 4GB are where! Problem: I need a Philips screwdriver to install it in the macbook "
0,"@bertspace tried to change it and it messed up "
0,"laying here awake... should be sleeping... but i miss my love "
4,"@natcat89 Ah, but you know I'm too much a tightwad for either of those options.  So I just try to remember lyrics and ask you later. "
4,"digging the probabilities of the Shaq trade and luvin life to the fullest! Muah! "
0,"hates stats revision. but has no cookies. "
4,"Home need some sleep  my aunt named her dog miley!! yay!! Miley you kept me up all night"
0,"Nobody is up this early "
4,"@BaileyBaileeeey big ups ill be there listening  im lovin deadmau5 - i remember j majik remix my track 4 the summer me thinks ;)"
4,"@IamMaxatHotSpot maybe you could say it in German and I might be able to understand with Google language tools. "
0,"I did weigh in this morning.  Not pleased   Oh there is work to be done. http://myloc.me/15MP"
4,"@powertoconnect You go, Carolyne!  The Desperate Housewives women are family, even though the show is SO silly now "
0,"@laughingg86 mmmm, yes please XD  actually once i forgot i was cooking rice, and it turned into melted black goop,  oh dears"
0,"hell is not being able to find a font in the ocean that is the internets "
0,"@FunkyMissMonkey I gave up "
4,"Good morning everybody !! "
4,"@cozylady or a xanax, lol. Power going out mid-song is probably stressful. "
0,"Going 2 bed .. since I'm getting no Love on here  G*Night yall"
4,"@culturesclothes I don't know about that, but thank you!! "
4,"@meryreino  Hey gurl!"
0,"Wow. TweetDeck is interesting. Too bad I've got a headache right now.  I'd tweet more but I'm still busy with things on the journal sites."
0,"Studying for an exam. Tooooo much to go over "
0,"I am like soo bored, that it almost hurts. "
0,"Just got home from having starbucks with @Ro0ckero0.....and @Rockeromexicano didn't want to come with us "
4,"@Velvetbanana34 I love being outdoors, makes me feel more centered. Of course drinking tends to nullify that.  what r u up to tmrw?"
4,"@Street3 Im looking through it right now as a matter of fact!!!  xoxo &lt;3"
0,"oh great.. its band night next door. :| not the same 3 songs ... again "
0,".. having 2 friends following me on twitter is sad  why don't more people have this program?"
0,"a beautiful night outside, now off to bed - class early in the am "
0,"I phone 3.0 has deleted all my contacts. S Shitty apple! "
0,"Working on a song, this is taking ages i can't seem to get it right. It's missing something "
4,"@lynlasneski Let go, and your mind will follow. There is so much that we worry about that we cannot control. "
0,"Should have brought back up camera batteries... "
4,"Finally was blessed to see the MOON "
4,"@breatheheavycom bon appetit "
0,"random thoughts pt 3 of 3: i'm onto season 3 of l word. i don't want to watch this season because my favorite character dies. "
0,"@itsmexbon - haha yay at least I get an update bout your life, SINCE I NEVER SEE YOU ANYMORE  I miss you Jtmm fort!"
0,"has finally lost her perfect 20-20 vision.  http://plurk.com/p/rodif"
0,"@galvestonisland did the Strand shops take on water again?   @Leighjones http://www.twitpic.com/3k0zj"
4,"@lastkaled sounds like fun!  Wish I was on holiday; I'd watch loose women everyday  ."
0,"I lost my 350 dollars glasses "
0,"@MissKellyO Dude so like I put two and two together. I'm pretty forgetful. But I remember Life As We Know It and nobody around me does. "
0,"20 years after Tiananmen Square massacre. "
4,"@katdrabeck i concur. "
4,"home and showered! now what? "
4,"hey everyone! im new to twitter  just got it on my iphone"
0,"@SweetSoaps OMG OMG!!  Good luck!  I've been through the Oprah process myself but it ended in disappointment. "
0,"I am a clump of fowl  sunstroke. Death. "
0,"@robertpwilkins i should have left them alone. now they hurt  so no run and adter i fianly had a shower and washed the paint off ..."
0,"waiting for a phone call "
0,"@RasmusP Naw, is that a no?    *puppy dog eyes*"
0,"@electric969, ahw sadness im just gonna b a junior "
0,"WHY DOESNT CHIPOLTLE DELIVER...I MISS MY CAR...mannnnnnnnn. "
4,"W 297. 3 more to go, Randy Johnson. Don't rain tomorrow, please  &amp; I'm kinda bummed we can't perform next Friday. :/"
0,"kiickN iit @ ta giirl tiia house..... ant got shiit 2 do "
4,"makin a pcd-signature  (even if I'm bad in it)"
4,"Uncharted 2 "
4,"Trying to find friends to follow "
0,"is poolside...restrained from jumping in  http://myloc.me/2Wlp"
0,"The clouds are ruining my outfit! "
0,"wants to cry just like a baby  http://plurk.com/p/ysp44"
4,"i love you more than anything Matthew Kavcic, nothings going to change that. Not NOW, not EVER.  &lt;3"
0,"Even expecting a good rest, this weekend sole has studied . . . since and Tuesday I have test of I calculate "
0,"Has been postponed "
4,"@ElisaAlvarado good morning "
0,"@thejennyrae not at alll&lt;33 I'll just miss you soooo muchhh  lmao"
4,"@LILSMUGrepSODMG let do it little homie! "
0,"I wish I was as fabulous as Dita Von Teese "
4,"Just got back from my bike ride. We r about to go swimming. We have A LOT of things to do ths summer on our bikes! "
4,"@popgoesthequest yes!! Bride Wars was awesome!! "
4,"Assistindo People and Arts, Extreme MakeOver "
4,"@painintheash @Jade_Pace I love you guys so much, thanks for sticking around!  "
0,"@joleneo I have satellite but it was only on nbc &amp; ur town was havin the telethon instead. "
0,"awwhh I wanted to go "
0,"job searching. "
4,"@ddlovato You are awesome!  You should have come to  Ecuador"
0,"time to say goodbye  tonight---&gt;farewell party. ----&gt; chill where we can  !"
0,"In other news, like a jackass I did gardening in a bikini top.  Now I'm still translucent on the front and lobsterized on the back.  Ouch "
0,"I need to blow my nose and we have no tissues in this house. Being broke is difficult. "
4,"Yay the weekend is here  Wishing everyone a fun and relaxing weekend. Back to fishing a lot of high 30ish fish in my neck of the woods "
0,"Okay, enough fooling around, back to work. "
0,"ATTs 8900 looks better than mine!!!  I want it!"
4,"@vaaaal si tu puedes! I think that translates to 'yes u can!' whtvr it is you're tryin to do!  hahhaha"
4,"One more appt.. then headed home to chillout.. "
0,"awww 6th place! "
0,"@lovenstamps thanks. I hope your actually not in my group. These really weren't my best "
4,"@xonancy yay to that host then  i wish mtv was playing the preshow stuff on tv instead of the hills before the actual ceremony =P"
0,"@jordanknight tell me about it, i said the same thing this morning... Damn eyelids!!! "
4,"I'm at work... Ahhhh!!! It sucks... All I can think about is when I was watching the movie shooter yesterday "
0,"@omi5280 agreed  what are we on now? day 30?!"
